field,average_adjacent,stdev_adjacent,sensor,date,sensor_full_name,depth_1,depth_2,depth_3,precip.cm,tair.C,rh.pct,wind_sp.m_per_s,irradiance.w_per_m.2,year,sand_1,sand_2,sand_3,silt_1,silt_2,silt_3,clay_1,clay_2,clay_3,avg_soilM
AES,0.32801201277308994,0.05583374090171715,4,2015-06-05, A4-C,NA,0.09740953072651526,0.1884922777748354,0,19.825,60,2.020833333,350.5416667,2015,14.672770180137,16.0482902258725,15.4741957687039,56.37694793751887,60.6319586276053,62.3292290364519,28.950281882344132,23.3197511465222,22.1965751948442,0.09740953072651526
AES,0.5664625962575277,0.01168678181446427,12,2015-06-05, A12-C,0.2505549289862748,0.21594998308245175,0.2404836166218263,0,19.825,60,2.020833333,350.5416667,2015,17.093240431138867,11.6480896423963,10.552703173328,58.333787266612795,63.9508412663666,66.8250514635646,24.572972302248303,24.4010690912371,22.6222453631073,0.2332524560343633
AES,0.603002303176456,0.014633294325809752,5,2015-06-05, A5-C,0.19856679777184175,0.21318698787642026,0.22395584317395778,0,19.825,60,2.020833333,350.5416667,2015,16.239896948098203,17.8162778545966,14.8911260428653,62.309404110917605,56.3756767036222,67.1593474607257,21.450698940984267,25.8080454417812,17.949526496409,0.20587689282413102
AES,0.524587502082189,0.020525794340595788,7,2015-06-05, A7-C,0.2954483570627956,0.3107134246777376,0.323111517323405,0,19.825,60,2.020833333,350.5416667,2015,12.325174660826967,15.3133261946953,16.3294452097936,62.336371726177106,60.7100102025676,61.403833781877,25.338453612995934,23.9766636027371,22.2667210083294,0.3030808908702666
AES,0.4620000720024109,0.04787252147740297,2,2013-06-08, A2-C,0.18663614927170077,0.28274293955630153,0.28394342241515547,0,17.95416667,47.08333333,3.429166667,358.0416667,2013,13.037486059510032,19.3836758273507,11.2229213618603,61.8702846045774,55.6573409259707,62.9225674014875,25.092229335912567,24.9589832466786,25.8545112366523,0.23468954441400114
AES,0.3614940047264099,0.025169937768321302,1,2013-06-08, A1-C,0.27392564383311435,0.30426670090562724,0.33913957665094363,0,17.95416667,47.08333333,3.429166667,358.0416667,2013,13.596915430126899,14.5304209206635,15.0789597123051,57.41014089906983,54.141284529799,51.3194697798878,28.992943670803268,31.3282945495374,33.6015705078071,0.2890961723693708
AES,0.42053213715553284,0.019180656006016587,11,2013-06-08, A11-C,0.31302268088484303,0.3303106865880587,0.30052871719841434,0,17.95416667,47.08333333,3.429166667,358.0416667,2013,18.925437259432,14.7678525740071,13.6907419134922,59.48575425013706,66.090493136756,63.4670154930122,21.588808490430996,19.1416542892369,22.8422425934955,0.32166668373645085
AES,0.4021255009704166,0.05021110294850679,10,2013-06-08, A10-C,0.171720908104058,0.27207199519149283,0.3038770515462681,0,17.95416667,47.08333333,3.429166667,358.0416667,2013,16.7588176913764,11.2803361804534,10.9774528298485,58.85767382278813,65.9210082743388,63.446604217991,24.383508485835478,22.7986555452078,25.5759429521605,0.2218964516477754
AES,0.3887442648410797,0.010307032877571254,3,2013-06-08, A3-C,0.2613707224643504,0.29821116185848323,0.32794815850983494,0,17.95416667,47.08333333,3.429166667,358.0416667,2013,16.468527476474602,14.9466843622718,12.9911532095528,61.93675629086386,60.620355343708,63.0796890878262,21.594716232661565,24.4329602940202,23.929157702621,0.2797909421614168
AES,0.28122951421472764,0.023085263711409357,4,2013-06-08, A4-C,NA,0.3190044980370673,0.33694891094655405,0,17.95416667,47.08333333,3.429166667,358.0416667,2013,14.672770180137,16.0482902258725,15.4741957687039,56.37694793751887,60.6319586276053,62.3292290364519,28.950281882344132,23.3197511465222,22.1965751948442,0.3190044980370673
AES,0.5745440324147543,0.012856567695254504,12,2013-06-08, A12-C,0.28244125583648516,0.27882446979839914,0.28715845538840995,0,17.95416667,47.08333333,3.429166667,358.0416667,2013,17.093240431138867,11.6480896423963,10.552703173328,58.333787266612795,63.9508412663666,66.8250514635646,24.572972302248303,24.4010690912371,22.6222453631073,0.28063286281744215
AES,0.42750750647650826,0.009455143923521585,5,2013-06-08, A5-C,0.17100310900033197,0.30896276683310747,0.2846601954737743,0,17.95416667,47.08333333,3.429166667,358.0416667,2013,16.239896948098203,17.8162778545966,14.8911260428653,62.309404110917605,56.3756767036222,67.1593474607257,21.450698940984267,25.8080454417812,17.949526496409,0.2399829379167197
AES,0.4482119811905755,0.021260733386069246,6,2013-06-08, A6-C,NA,0.2845123528259364,0.28367319106025823,0,17.95416667,47.08333333,3.429166667,358.0416667,2013,13.2307720961347,13.1983045778463,16.1351542440369,61.88395677312187,62.5642400679264,60.3850434535499,24.885271130743433,24.2374553542273,23.4798023024132,0.2845123528259364
AES,0.35513871245914036,0.032896227978128495,7,2013-06-08, A7-C,0.2650727101015315,0.3199749792315778,0.391152669245641,0,17.95416667,47.08333333,3.429166667,358.0416667,2013,12.325174660826967,15.3133261946953,16.3294452097936,62.336371726177106,60.7100102025676,61.403833781877,25.338453612995934,23.9766636027371,22.2667210083294,0.2925238446665547
AES,0.32595659295717877,0.01627741095918304,2,2012-07-13, A2-C,0.16221240876269385,0.21501177231193058,0.20700896749395026,0,23.3625,53,2.283333333,309.875,2012,13.037486059510032,19.3836758273507,11.2229213618603,61.8702846045774,55.6573409259707,62.9225674014875,25.092229335912567,24.9589832466786,25.8545112366523,0.1886120905373122
AES,0.271236346827613,0.006437293632849752,1,2012-07-13, A1-C,0.2043274822572776,0.20465212515490983,0.2802844657469401,0,23.3625,53,2.283333333,309.875,2012,13.596915430126899,14.5304209206635,15.0789597123051,57.41014089906983,54.141284529799,51.3194697798878,28.992943670803268,31.3282945495374,33.6015705078071,0.2044898037060937
AES,0.3737819525930617,0.012250327702133218,11,2012-07-13, A11-C,0.1504311717219935,0.21241227965615422,0.25802001401418295,0,23.3625,53,2.283333333,309.875,2012,18.925437259432,14.7678525740071,13.6907419134922,59.48575425013706,66.090493136756,63.4670154930122,21.588808490430996,19.1416542892369,22.8422425934955,0.18142172568907386
AES,0.3553704453839196,0.016199138504266124,10,2012-07-13, A10-C,0.15890345854821014,0.20887728738793337,0.26793442274721946,0,23.3625,53,2.283333333,309.875,2012,16.7588176913764,11.2803361804534,10.9774528298485,58.85767382278813,65.9210082743388,63.446604217991,24.383508485835478,22.7986555452078,25.5759429521605,0.18389037296807176
AES,0.4128514164023929,0.007506747514310667,3,2012-07-13, A3-C,0.3090970861179344,0.30113710094111834,0.32679138359221627,0,23.3625,53,2.283333333,309.875,2012,16.468527476474602,14.9466843622718,12.9911532095528,61.93675629086386,60.620355343708,63.0796890878262,21.594716232661565,24.4329602940202,23.929157702621,0.3051170935295264
AES,0.25962288346555495,0.018123278830570713,4,2012-07-13, A4-C,NA,0.3754748427649909,0.3625153674358845,0,23.3625,53,2.283333333,309.875,2012,14.672770180137,16.0482902258725,15.4741957687039,56.37694793751887,60.6319586276053,62.3292290364519,28.950281882344132,23.3197511465222,22.1965751948442,0.3754748427649909
AES,0.36313581466674805,0.006394311718105076,12,2012-07-13, A12-C,0.21180315744187522,0.22339242030294706,0.2616739286514784,0,23.3625,53,2.283333333,309.875,2012,17.093240431138867,11.6480896423963,10.552703173328,58.333787266612795,63.9508412663666,66.8250514635646,24.572972302248303,24.4010690912371,22.6222453631073,0.21759778887241116
AES,0.3742002844810486,0.006654081114793041,5,2012-07-13, A5-C,0.2901199198595321,0.32692559129667503,0.29040858322790863,0,23.3625,53,2.283333333,309.875,2012,16.239896948098203,17.8162778545966,14.8911260428653,62.309404110917605,56.3756767036222,67.1593474607257,21.450698940984267,25.8080454417812,17.949526496409,0.3085227555781036
AES,0.37131235665745205,0.0148726489901659,6,2012-07-13, A6-C,NA,0.3420299557888705,0.2645771053077624,0,23.3625,53,2.283333333,309.875,2012,13.2307720961347,13.1983045778463,16.1351542440369,61.88395677312187,62.5642400679264,60.3850434535499,24.885271130743433,24.2374553542273,23.4798023024132,0.3420299557888705
AES,0.3736584252781338,0.028282991202850872,7,2012-07-13, A7-C,0.22546709222682892,0.2576777581529571,0.31076816589989903,0,23.3625,53,2.283333333,309.875,2012,12.325174660826967,15.3133261946953,16.3294452097936,62.336371726177106,60.7100102025676,61.403833781877,25.338453612995934,23.9766636027371,22.2667210083294,0.24157242518989303
AES,0.5367876688639323,0.020535749361202733,2,2012-07-06, A2-C,0.17603456875883441,0.23589892867770967,0.2379591903908383,0,22.175,56.04166667,2.2,341.2916667,2012,13.037486059510032,19.3836758273507,11.2229213618603,61.8702846045774,55.6573409259707,62.9225674014875,25.092229335912567,24.9589832466786,25.8545112366523,0.20596674871827203
AES,0.4563446011808183,0.006818796061381481,1,2012-07-06, A1-C,0.19719687789363316,0.21112991588379748,0.30072049938379464,0,22.175,56.04166667,2.2,341.2916667,2012,13.596915430126899,14.5304209206635,15.0789597123051,57.41014089906983,54.141284529799,51.3194697798878,28.992943670803268,31.3282945495374,33.6015705078071,0.20416339688871532
AES,0.5251788761880662,0.01250829997088838,11,2012-07-06, A11-C,0.19982041210211188,0.258708278165837,0.26280713602305317,0,22.175,56.04166667,2.2,341.2916667,2012,18.925437259432,14.7678525740071,13.6907419134922,59.48575425013706,66.090493136756,63.4670154930122,21.588808490430996,19.1416542892369,22.8422425934955,0.22926434513397445
AES,0.5486894382370843,0.006552355997392278,10,2012-07-06, A10-C,0.1843939998996445,0.22730115405617274,0.2905364893329646,0,22.175,56.04166667,2.2,341.2916667,2012,16.7588176913764,11.2803361804534,10.9774528298485,58.85767382278813,65.9210082743388,63.446604217991,24.383508485835478,22.7986555452078,25.5759429521605,0.20584757697790862
AES,0.5555568734804789,0.011997234970747103,3,2012-07-06, A3-C,0.3176622779645455,0.3028882100418092,0.33598811494847647,0,22.175,56.04166667,2.2,341.2916667,2012,16.468527476474602,14.9466843622718,12.9911532095528,61.93675629086386,60.620355343708,63.0796890878262,21.594716232661565,24.4329602940202,23.929157702621,0.31027524400317735
AES,0.39833635754055446,0.011123857758708052,4,2012-07-06, A4-C,NA,0.3463768506258059,0.354652418127738,0,22.175,56.04166667,2.2,341.2916667,2012,14.672770180137,16.0482902258725,15.4741957687039,56.37694793751887,60.6319586276053,62.3292290364519,28.950281882344132,23.3197511465222,22.1965751948442,0.3463768506258059
AES,0.5152136385440826,0.018183976132272947,12,2012-07-06, A12-C,0.23369377906734326,0.2476219570968617,0.26941463694266204,0,22.175,56.04166667,2.2,341.2916667,2012,17.093240431138867,11.6480896423963,10.552703173328,58.333787266612795,63.9508412663666,66.8250514635646,24.572972302248303,24.4010690912371,22.6222453631073,0.2406578680821025
AES,0.5275583068529764,0.013449902058406361,5,2012-07-06, A5-C,0.3302812705508027,0.33825896490479584,0.2948137650609144,0,22.175,56.04166667,2.2,341.2916667,2012,16.239896948098203,17.8162778545966,14.8911260428653,62.309404110917605,56.3756767036222,67.1593474607257,21.450698940984267,25.8080454417812,17.949526496409,0.33427011772779924
AES,0.4975423879093594,0.020714365556819467,6,2012-07-06, A6-C,NA,0.3455343106134894,0.26720135557321145,0,22.175,56.04166667,2.2,341.2916667,2012,13.2307720961347,13.1983045778463,16.1351542440369,61.88395677312187,62.5642400679264,60.3850434535499,24.885271130743433,24.2374553542273,23.4798023024132,0.3455343106134894
AES,0.5144920415348477,0.010220957156080537,7,2012-07-06, A7-C,0.2503513405180153,0.28942936882995,0.34146540593117175,0,22.175,56.04166667,2.2,341.2916667,2012,12.325174660826967,15.3133261946953,16.3294452097936,62.336371726177106,60.7100102025676,61.403833781877,25.338453612995934,23.9766636027371,22.2667210083294,0.26989035467398265
AES,0.501817375421524,0.009825935299442952,2,2013-07-08, A2-C,0.15521828237543225,0.20001180291939447,0.23000473652740083,0,21.50416667,52.95833333,4.0625,320.375,2013,13.037486059510032,19.3836758273507,11.2229213618603,61.8702846045774,55.6573409259707,62.9225674014875,25.092229335912567,24.9589832466786,25.8545112366523,0.17761504264741335
AES,0.4362418254216512,0.008819201284304334,1,2013-07-08, A1-C,0.2269352758936669,0.23421755322209958,0.30530089399634575,0,21.50416667,52.95833333,4.0625,320.375,2013,13.596915430126899,14.5304209206635,15.0789597123051,57.41014089906983,54.141284529799,51.3194697798878,28.992943670803268,31.3282945495374,33.6015705078071,0.23057641455788325
AES,0.5443205502298143,0.008133183499106245,11,2013-07-08, A11-C,0.14871307890269475,0.15647983710391955,0.21938270668170226,0,21.50416667,52.95833333,4.0625,320.375,2013,18.925437259432,14.7678525740071,13.6907419134922,59.48575425013706,66.090493136756,63.4670154930122,21.588808490430996,19.1416542892369,22.8422425934955,0.15259645800330715
AES,0.44770856036080253,0.060392588138290244,10,2013-07-08, A10-C,0.1489453056824535,0.19747613842201073,0.26016752022861855,0,21.50416667,52.95833333,4.0625,320.375,2013,16.7588176913764,11.2803361804534,10.9774528298485,58.85767382278813,65.9210082743388,63.446604217991,24.383508485835478,22.7986555452078,25.5759429521605,0.17321072205223212
AES,0.5126783914036221,0.02666552924564818,3,2013-07-08, A3-C,0.2359660865288834,0.2931385587810449,0.3032035565861582,0,21.50416667,52.95833333,4.0625,320.375,2013,16.468527476474602,14.9466843622718,12.9911532095528,61.93675629086386,60.620355343708,63.0796890878262,21.594716232661565,24.4329602940202,23.929157702621,0.26455232265496414
AES,0.3552384442753262,0.043958595724952705,4,2013-07-08, A4-C,NA,0.2562000885106598,0.24051814754863526,0,21.50416667,52.95833333,4.0625,320.375,2013,14.672770180137,16.0482902258725,15.4741957687039,56.37694793751887,60.6319586276053,62.3292290364519,28.950281882344132,23.3197511465222,22.1965751948442,0.2562000885106598
AES,0.6287739078203837,0.005157675678879592,12,2013-07-08, A12-C,0.17471321246215077,0.17952396321073516,0.1961882299645747,0,21.50416667,52.95833333,4.0625,320.375,2013,17.093240431138867,11.6480896423963,10.552703173328,58.333787266612795,63.9508412663666,66.8250514635646,24.572972302248303,24.4010690912371,22.6222453631073,0.17711858783644296
AES,0.5563881264792548,0.006455290806377378,5,2013-07-08, A5-C,0.14979817695302663,0.252880986913764,0.25411842233667126,0,21.50416667,52.95833333,4.0625,320.375,2013,16.239896948098203,17.8162778545966,14.8911260428653,62.309404110917605,56.3756767036222,67.1593474607257,21.450698940984267,25.8080454417812,17.949526496409,0.2013395819333953
AES,0.5539580517345004,0.015895277047542424,6,2013-07-08, A6-C,NA,0.17720669890414742,0.2341880037864889,0,21.50416667,52.95833333,4.0625,320.375,2013,13.2307720961347,13.1983045778463,16.1351542440369,61.88395677312187,62.5642400679264,60.3850434535499,24.885271130743433,24.2374553542273,23.4798023024132,0.17720669890414742
AES,0.5355970197253757,0.025868967239605304,7,2013-07-08, A7-C,0.18225981773629857,0.21508395405790232,0.26932141922849273,0,21.50416667,52.95833333,4.0625,320.375,2013,12.325174660826967,15.3133261946953,16.3294452097936,62.336371726177106,60.7100102025676,61.403833781877,25.338453612995934,23.9766636027371,22.2667210083294,0.19867188589710044
AES,0.5095118648476071,0.0115674988974526,2,2013-07-08, A2-C,0.15521828237543225,0.20001180291939447,0.23000473652740083,0,21.50416667,52.95833333,4.0625,320.375,2013,13.037486059510032,19.3836758273507,11.2229213618603,61.8702846045774,55.6573409259707,62.9225674014875,25.092229335912567,24.9589832466786,25.8545112366523,0.17761504264741335
AES,0.4362418254216512,0.008819201284304334,1,2013-07-08, A1-C,0.2269352758936669,0.23421755322209958,0.30530089399634575,0,21.50416667,52.95833333,4.0625,320.375,2013,13.596915430126899,14.5304209206635,15.0789597123051,57.41014089906983,54.141284529799,51.3194697798878,28.992943670803268,31.3282945495374,33.6015705078071,0.23057641455788325
AES,0.5443205502298143,0.008133183499106245,11,2013-07-08, A11-C,0.14871307890269475,0.15647983710391955,0.21938270668170226,0,21.50416667,52.95833333,4.0625,320.375,2013,18.925437259432,14.7678525740071,13.6907419134922,59.48575425013706,66.090493136756,63.4670154930122,21.588808490430996,19.1416542892369,22.8422425934955,0.15259645800330715
AES,0.44770856036080253,0.060392588138290244,10,2013-07-08, A10-C,0.1489453056824535,0.19747613842201073,0.26016752022861855,0,21.50416667,52.95833333,4.0625,320.375,2013,16.7588176913764,11.2803361804534,10.9774528298485,58.85767382278813,65.9210082743388,63.446604217991,24.383508485835478,22.7986555452078,25.5759429521605,0.17321072205223212
AES,0.5292045308483971,0.03377269618440064,3,2013-07-08, A3-C,0.2359660865288834,0.2931385587810449,0.3032035565861582,0,21.50416667,52.95833333,4.0625,320.375,2013,16.468527476474602,14.9466843622718,12.9911532095528,61.93675629086386,60.620355343708,63.0796890878262,21.594716232661565,24.4329602940202,23.929157702621,0.26455232265496414
AES,0.3032776547802819,0.03325665464422951,4,2013-07-08, A4-C,NA,0.2562000885106598,0.24051814754863526,0,21.50416667,52.95833333,4.0625,320.375,2013,14.672770180137,16.0482902258725,15.4741957687039,56.37694793751887,60.6319586276053,62.3292290364519,28.950281882344132,23.3197511465222,22.1965751948442,0.2562000885106598
AES,0.6287739078203837,0.005157675678879592,12,2013-07-08, A12-C,0.17471321246215077,0.17952396321073516,0.1961882299645747,0,21.50416667,52.95833333,4.0625,320.375,2013,17.093240431138867,11.6480896423963,10.552703173328,58.333787266612795,63.9508412663666,66.8250514635646,24.572972302248303,24.4010690912371,22.6222453631073,0.17711858783644296
AES,0.5563881264792548,0.006455290806377378,5,2013-07-08, A5-C,0.14979817695302663,0.252880986913764,0.25411842233667126,0,21.50416667,52.95833333,4.0625,320.375,2013,16.239896948098203,17.8162778545966,14.8911260428653,62.309404110917605,56.3756767036222,67.1593474607257,21.450698940984267,25.8080454417812,17.949526496409,0.2013395819333953
AES,0.5539580517345004,0.015895277047542424,6,2013-07-08, A6-C,NA,0.17720669890414742,0.2341880037864889,0,21.50416667,52.95833333,4.0625,320.375,2013,13.2307720961347,13.1983045778463,16.1351542440369,61.88395677312187,62.5642400679264,60.3850434535499,24.885271130743433,24.2374553542273,23.4798023024132,0.17720669890414742
AES,0.5355970197253757,0.025868967239605304,7,2013-07-08, A7-C,0.18225981773629857,0.21508395405790232,0.26932141922849273,0,21.50416667,52.95833333,4.0625,320.375,2013,12.325174660826967,15.3133261946953,16.3294452097936,62.336371726177106,60.7100102025676,61.403833781877,25.338453612995934,23.9766636027371,22.2667210083294,0.19867188589710044
AES,0.4301273326079051,0.037304402987315174,2,2014-07-08, A2-C,0.12589095524889424,0.12636746863980564,0.1390361923854016,0,27.18333333,41,1.358333333,342.375,2014,13.037486059510032,19.3836758273507,11.2229213618603,61.8702846045774,55.6573409259707,62.9225674014875,25.092229335912567,24.9589832466786,25.8545112366523,0.12612921194434995
AES,0.3112239009804196,0.01956329215544926,1,2014-07-08, A1-C,0.16544783787337125,0.16648981163245224,0.18974925990104738,0,27.18333333,41,1.358333333,342.375,2014,13.596915430126899,14.5304209206635,15.0789597123051,57.41014089906983,54.141284529799,51.3194697798878,28.992943670803268,31.3282945495374,33.6015705078071,0.16596882475291175
AES,0.36383988791041905,0.04333025079642254,10,2014-07-08, A10-C,0.15293863367199578,0.1859096510443505,0.2570042166503016,0,27.18333333,41,1.358333333,342.375,2014,16.7588176913764,11.2803361804534,10.9774528298485,58.85767382278813,65.9210082743388,63.446604217991,24.383508485835478,22.7986555452078,25.5759429521605,0.16942414235817316
AES,0.49275336662928265,0.038503627461963,3,2014-07-08, A3-C,0.16573998243553806,0.2521721194117259,0.2680807725138702,0,27.18333333,41,1.358333333,342.375,2014,16.468527476474602,14.9466843622718,12.9911532095528,61.93675629086386,60.620355343708,63.0796890878262,21.594716232661565,24.4329602940202,23.929157702621,0.20895605092363198
AES,0.4793924291928609,0.023052887360036103,12,2014-07-08, A12-C,0.18293263960872747,0.16348947120255058,0.18124640281897614,0,27.18333333,41,1.358333333,342.375,2014,17.093240431138867,11.6480896423963,10.552703173328,58.333787266612795,63.9508412663666,66.8250514635646,24.572972302248303,24.4010690912371,22.6222453631073,0.17321105540563903
AES,0.48739814427163863,0.02140064364044796,5,2014-07-08, A5-C,0.12803809803627894,0.1209071063856482,0.1842720686620167,0,27.18333333,41,1.358333333,342.375,2014,16.239896948098203,17.8162778545966,14.8911260428653,62.309404110917605,56.3756767036222,67.1593474607257,21.450698940984267,25.8080454417812,17.949526496409,0.12447260221096357
AES,0.4289076096481747,0.0543846325998047,6,2014-07-08, A6-C,NA,0.1339861809686046,0.14595048333308602,0,27.18333333,41,1.358333333,342.375,2014,13.2307720961347,13.1983045778463,16.1351542440369,61.88395677312187,62.5642400679264,60.3850434535499,24.885271130743433,24.2374553542273,23.4798023024132,0.1339861809686046
AES,0.42831281820933026,0.011312033227023992,7,2014-07-08, A7-C,0.21642080067470698,0.2041282257337657,0.2744394917053044,0,27.18333333,41,1.358333333,342.375,2014,12.325174660826967,15.3133261946953,16.3294452097936,62.336371726177106,60.7100102025676,61.403833781877,25.338453612995934,23.9766636027371,22.2667210083294,0.21027451320423635
AES,0.40093686514430577,0.057455155452339306,2,2014-07-08, A2-C,0.12589095524889424,0.12636746863980564,0.1390361923854016,0,27.18333333,41,1.358333333,342.375,2014,13.037486059510032,19.3836758273507,11.2229213618603,61.8702846045774,55.6573409259707,62.9225674014875,25.092229335912567,24.9589832466786,25.8545112366523,0.12612921194434995
AES,0.3112239009804196,0.01956329215544926,1,2014-07-08, A1-C,0.16544783787337125,0.16648981163245224,0.18974925990104738,0,27.18333333,41,1.358333333,342.375,2014,13.596915430126899,14.5304209206635,15.0789597123051,57.41014089906983,54.141284529799,51.3194697798878,28.992943670803268,31.3282945495374,33.6015705078071,0.16596882475291175
AES,0.36383988791041905,0.04333025079642254,10,2014-07-08, A10-C,0.15293863367199578,0.1859096510443505,0.2570042166503016,0,27.18333333,41,1.358333333,342.375,2014,16.7588176913764,11.2803361804534,10.9774528298485,58.85767382278813,65.9210082743388,63.446604217991,24.383508485835478,22.7986555452078,25.5759429521605,0.16942414235817316
AES,0.5278819302717844,0.03672635528292253,3,2014-07-08, A3-C,0.16573998243553806,0.2521721194117259,0.2680807725138702,0,27.18333333,41,1.358333333,342.375,2014,16.468527476474602,14.9466843622718,12.9911532095528,61.93675629086386,60.620355343708,63.0796890878262,21.594716232661565,24.4329602940202,23.929157702621,0.20895605092363198
AES,0.4793924291928609,0.023052887360036103,12,2014-07-08, A12-C,0.18293263960872747,0.16348947120255058,0.18124640281897614,0,27.18333333,41,1.358333333,342.375,2014,17.093240431138867,11.6480896423963,10.552703173328,58.333787266612795,63.9508412663666,66.8250514635646,24.572972302248303,24.4010690912371,22.6222453631073,0.17321105540563903
AES,0.48739814427163863,0.02140064364044796,5,2014-07-08, A5-C,0.12803809803627894,0.1209071063856482,0.1842720686620167,0,27.18333333,41,1.358333333,342.375,2014,16.239896948098203,17.8162778545966,14.8911260428653,62.309404110917605,56.3756767036222,67.1593474607257,21.450698940984267,25.8080454417812,17.949526496409,0.12447260221096357
AES,0.4289076096481747,0.0543846325998047,6,2014-07-08, A6-C,NA,0.1339861809686046,0.14595048333308602,0,27.18333333,41,1.358333333,342.375,2014,13.2307720961347,13.1983045778463,16.1351542440369,61.88395677312187,62.5642400679264,60.3850434535499,24.885271130743433,24.2374553542273,23.4798023024132,0.1339861809686046
AES,0.42831281820933026,0.011312033227023992,7,2014-07-08, A7-C,0.21642080067470698,0.2041282257337657,0.2744394917053044,0,27.18333333,41,1.358333333,342.375,2014,12.325174660826967,15.3133261946953,16.3294452097936,62.336371726177106,60.7100102025676,61.403833781877,25.338453612995934,23.9766636027371,22.2667210083294,0.21027451320423635
J,0.5002006623480055,0.013938174415001444,5,2013-06-15,J5-C_hand,0.1573146091025498,0.24559110404238266,0.1883790657736186,0,16.44166667,61.18333333,1.045833333,355.3333333,2013,9.380680775602134,8.56990623059213,7.31980888542169,61.7807885477327,60.9857496292313,52.9013724223132,28.8385306766652,30.4443441401765,39.7788186922651,0.20145285657246623
J,0.4444870385858748,0.054883717938863284,2,2013-06-15,J2-C_hand,0.1650560168866246,0.19135878268871012,0.24672916455696692,0,16.44166667,61.18333333,1.045833333,355.3333333,2013,9.519013224192223,9.34253140070584,9.75395695502885,60.28850021905203,58.369758264275,60.2629595511261,30.192486556755735,32.2877103350192,29.9830834938451,0.17820739978766736
J,0.5856494704882304,0.016003003315617822,4,2013-06-15,J4-C_hand,0.18865942655820048,0.2116311709212984,0.2663296247906456,0,16.44166667,61.18333333,1.045833333,355.3333333,2013,10.031601857048932,11.5367584176421,10.0963012115967,64.63830212000359,61.2837474690476,54.2641664505305,25.33009602294747,27.1794941133103,35.6395323378728,0.20014529873974946
J,0.6477443973223368,0.0026253708704117645,1,2013-06-15,J1-C_hand,0.2141954197461272,0.277266501129559,0.20980924278374413,0,16.44166667,61.18333333,1.045833333,355.3333333,2013,10.254272948240613,10.9159309891707,10.0636400526539,61.89337755296703,65.1020387744012,61.7595534309225,27.852349498792336,23.9820302364282,28.1768065164235,0.2457309604378431
J,0.658038768503401,0.007401039995575906,10,2013-06-15,J10-C_hand,0.13848632393972554,0.17056209512643997,0.18945232161858072,0,16.44166667,61.18333333,1.045833333,355.3333333,2013,7.98366653872868,8.39293489450596,8.56208953526121,64.71248976207227,65.8176749146906,64.2357451848269,27.303843699199067,25.7893901908034,27.2021652799119,0.15452420953308277
J,0.6067854762077332,0.006771680493398531,8,2013-06-15,J8-C_hand,0.13126134432438258,0.14257662976369606,0.21822987693820867,0,16.44166667,61.18333333,1.045833333,355.3333333,2013,9.785519299736633,9.99611575707874,8.00084751844563,60.62674646166543,63.9406142415606,58.9845498754349,29.587734238597932,26.0632700013606,33.0146026061195,0.13691898704403932
J,0.5427936646673415,0.015149261008556578,7,2013-06-15,J7-C_hand,0.17303207030235976,NA,0.26157677682022035,0,16.44166667,61.18333333,1.045833333,355.3333333,2013,8.802632888187203,8.34924083429139,8.40289502979278,61.098806824167035,54.6304010799518,50.8897242683757,30.0985602876458,37.0203580857568,40.7073807018315,0.17303207030235976
J,0.5548586580488417,0.018485141914295455,11,2013-06-15,J11-C_hand,0.18276736764260945,NA,0.2727962038913682,0,16.44166667,61.18333333,1.045833333,355.3333333,2013,8.684512691650717,8.15956542308054,9.72119417715261,57.141449760873364,62.1627612308162,55.8693205438906,34.174037547475905,29.6776733461033,34.4094852789568,0.18276736764260945
J,0.5031324161423577,0.017362835997555552,6,2013-06-15,J6-C_hand,0.26500004425757673,0.2956025434774958,0.3225927890786063,0,16.44166667,61.18333333,1.045833333,355.3333333,2013,13.766703388661,13.1151640493788,12.7210723029598,61.7557902351757,61.4361459463296,62.6601156339658,24.477506376163333,25.4486900042916,24.6188120630744,0.28030129386753627
J,0.5500268075201247,0.012687298244862266,12,2013-06-15,J12-C_hand,0.1679356856060304,0.19374685673728917,0.3392252904091786,0,16.44166667,61.18333333,1.045833333,355.3333333,2013,11.037377573869799,8.89870425645712,7.74118305339543,66.6079323835677,66.391759692196,48.8079467966423,22.3546900425625,24.7095360513469,43.4508701499623,0.18084127117165977
J,0.4468790524535709,0.05181089664067741,2,2015-06-18,J2-C_hand,0.18022449096124638,0.15817712714000412,0.23663305902152376,0,19.17083333,52.63333333,1.104166667,301.5,2015,9.519013224192223,9.34253140070584,9.75395695502885,60.28850021905203,58.369758264275,60.2629595511261,30.192486556755735,32.2877103350192,29.9830834938451,0.16920080905062523
J,0.5264540049764845,0.007673393776620442,4,2015-06-18,J4-C_hand,0.21040828063848757,0.24054184142383994,0.2562206331247102,0,19.17083333,52.63333333,1.104166667,301.5,2015,10.031601857048932,11.5367584176421,10.0963012115967,64.63830212000359,61.2837474690476,54.2641664505305,25.33009602294747,27.1794941133103,35.6395323378728,0.22547506103116377
J,0.5360059671931796,0.006765664985185013,1,2015-06-18,J1-C_hand,0.1700064499749605,0.23095023723626465,0.28545914944135137,0,19.17083333,52.63333333,1.104166667,301.5,2015,10.254272948240613,10.9159309891707,10.0636400526539,61.89337755296703,65.1020387744012,61.7595534309225,27.852349498792336,23.9820302364282,28.1768065164235,0.20047834360561256
